current_gpa,target_gpa,ls0,ls1,ls2,ls3,w_Mathematics,w_Physics,w_Chemistry,w_Computer Science,w_English,y_Mathematics,y_Physics,y_Chemistry,y_Computer Science,y_English
6.375697602531637,6.732442247669229,0.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,5.0,4.088400591878699,3.8688730468634764,3.942553263649186,3.8166246597905715,5.952072423716496
5.601760271089231,5.877752775845119,0.0,1.0,0.0,0.0,2.0,4.0,4.0,0.0,1.0,2.5834642754897885,5.074463306172603,4.628811878134313,0.9584703869645993,1.732348609177604
7.365190920973087,7.858755687452565,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,2.966053369652567,0.9268012102760604,1.2587839709590458,4.004142640494613,1.8689198838686136
4.76721623358623,5.0558541358024085,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.7969897926305571,2.7652634806165275,1.8823661442629267,0.9785449761347174,1.9012538278167157
5.6067955669437,6.413656178893744,0.0,0.0,1.0,0.0,1.0,4.0,0.0,5.0,1.0,2.2635922817716265,4.881453190508921,1.238346674744825,6.048878642434445,1.8224084064823487
6.014990138115304,7.006267759573246,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,4.0,2.21676341524166,3.759534336265419,1.9382514274079923,2.2084686656727652,5.0784583312579725
6.508384913193698,7.316095470287158,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0194915356496999,2.7052229415880995,1.3084445601911043,4.076990760065383,0.9806464832499903
8.318467787661575,9.307688324360795,0.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,2.0,1.91487464011997,4.250850518084232,1.2079409228623093,3.8211577342051073,3.0993592290355996
5.098205801870979,5.574596396519947,0.0,0.0,1.0,0.0,0.0,5.0,1.0,3.0,5.0,1.399951485790709,5.9424176245648415,2.090142753172994,3.8802912853392475,5.6585470046861115
6.828289411274864,7.015869776125497,0.0,0.0,0.0,1.0,5.0,4.0,3.0,5.0,4.0,5.838361601131404,4.6050315939498745,3.623844468537341,5.738164313068532,4.572895312326377
7.258280128741234,8.143821265618344,0.0,0.0,0.0,1.0,5.0,1.0,2.0,4.0,2.0,5.658913758483679,2.142018516179447,2.775168310523806,4.996765851843524,3.1051211152399003
4.255477269959988,4.6880466761298525,0.0,1.0,0.0,0.0,3.0,1.0,4.0,3.0,5.0,3.8100394506507684,1.9329820921126064,5.078148184883426,4.141804434325404,5.572755892440861
7.341496685457911,8.14702167573287,0.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,1.0,0.973496313956441,3.900868108949141,3.0198879726333625,2.0382928733628116,2.362124626258012
4.9378826802801035,5.262655410658223,0.0,0.0,0.0,1.0,3.0,5.0,0.0,2.0,3.0,3.786770139298659,5.49317721800554,0.9266344493653763,2.958144806791889,3.7738834804771217
4.357783761419038,4.455259323187045,0.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,3.7925148094670034,1.8745688626316663,2.9577567694685003,0.9938597816206066,1.6995677707267862
9.218870454893333,10.409968609478648,0.0,0.0,0.0,1.0,3.0,1.0,1.0,4.0,1.0,4.078272563165876,2.5243617049543987,2.348829103973538,4.938804921631616,2.446419315510183
9.310976181910076,9.498417991426795,0.0,0.0,1.0,0.0,5.0,1.0,5.0,2.0,1.0,5.627771466315648,1.8477048881670322,5.832562919632057,2.862711733078149,2.227526205459865
8.446185414640535,9.632290607396712,1.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,2.0,1.2087462281732708,6.21237030305018,6.370397261458726,4.273965649648131,3.1865471324676635
5.675375730453538,6.848111649533275,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,5.0,2.2018175043665873,1.1415247146665806,4.2237327635967405,3.003948732709055,6.321404478881161
4.537196627035112,5.489778351724759,1.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,2.0,1.0503271529786944,2.1628284561952427,5.076057863568983,5.166506665715866,3.3587658911015708
7.763281645816862,8.55458920031526,1.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,4.0,1.4420686921025543,3.827033669571203,1.2230037872926136,6.209923190899371,4.842711835487432
6.4208387155678075,7.114207175869109,0.0,1.0,0.0,0.0,2.0,1.0,0.0,4.0,3.0,3.0604749171302776,2.1818224080890567,1.0983317692960683,4.853519811952154,4.19584254111355
4.671210291646283,5.710532146099685,1.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,3.4913322289075044,1.9745506963664363,1.1202920158789513,4.004562764953196,2.2478327190618166
6.723473005611986,7.070800431555371,1.0,0.0,0.0,0.0,5.0,4.0,5.0,4.0,3.0,6.214531611764989,4.8298886137532895,5.50466025013767,5.288512547625595,4.193986080173571
4.189136866133701,4.7503543211155534,0.0,1.0,0.0,0.0,5.0,4.0,2.0,3.0,4.0,5.730931911859428,4.938342995627171,3.1041421381705354,4.049378428091154,4.866835031099691
9.001262211433302,9.744530174673104,0.0,1.0,0.0,0.0,0.0,4.0,5.0,2.0,1.0,1.3979441126377634,4.660150067077209,5.6293490502003,3.005291774766368,2.3550622183194676
5.423289898800093,5.916718469843482,0.0,0.0,1.0,0.0,1.0,4.0,1.0,4.0,2.0,2.202496205279811,4.5581782186156055,2.6052599665193363,4.926758936084985,2.87766848918063
7.643872563946901,8.156856308855222,0.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,4.0,1.980885083637361,5.9562271942136515,6.007586626476325,1.039422663549313,4.9299621305639265
5.71441091849176,6.110752519494262,0.0,0.0,0.0,1.0,1.0,5.0,2.0,2.0,0.0,1.9528441722817813,5.70613469566416,3.041437484379479,3.1703042758798023,0.8348908075382068
6.86037411647796,7.537452296499403,1.0,0.0,0.0,0.0,2.0,2.0,1.0,4.0,3.0,3.0971592448052725,2.881233273211976,1.8472040381002892,4.966401185976916,3.9550101033139593
7.006906536388038,8.027595970006177,0.0,1.0,0.0,0.0,2.0,2.0,3.0,2.0,1.0,2.892732246634109,2.88662925436014,4.045371659590374,2.9094924703486287,2.185477968739454
5.016699505390399,5.258533558997974,0.0,0.0,1.0,0.0,1.0,3.0,5.0,2.0,5.0,1.859702223664134,3.5744658928325093,6.333288837723062,2.483817078983971,6.068794002878577
9.332715452705072,10.454035099209202,0.0,1.0,0.0,0.0,2.0,4.0,2.0,1.0,0.0,3.176267707111806,5.02855291386948,2.9505809314874085,2.4241662727580287,1.4944330132433339
8.26323052848613,9.090135712984004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0841192030835978,1.0038081198032938,1.285864826519829,6.208257293704153,6.059819684073449
9.16724417860304,10.155172033819076,0.0,1.0,0.0,0.0,2.0,5.0,2.0,4.0,2.0,3.177062522074501,6.050078778318484,3.1063376078631677,5.120973700190237,2.880674716005381
8.921550427352068,9.588979258508083,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.9977282347169184,3.987585694533706,3.8651784032993635,2.628075521780652,2.0506756078310966
7.288449883460968,8.223869925169845,0.0,1.0,0.0,0.0,2.0,3.0,0.0,5.0,0.0,2.749042504469748,3.5395954381800476,1.2413328285859588,6.039908377571268,1.352864499412119
9.070308292627143,9.089748769434504,0.0,0.0,1.0,0.0,0.0,2.0,2.0,4.0,0.0,0.8860241479691814,2.7837373459172374,2.9959739062278494,4.58103173356138,1.009247724726425
4.486708761285557,5.468765271021,0.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0,4.0,1.2288134262230608,2.924895506488466,3.1713983709626117,5.380877478220844,5.349670858562258
5.0779057433052985,5.126072374207738,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,4.0,1.5840938006368885,3.629661014642792,1.1073604177413425,1.2348377449405084,4.891046119830687
4.2487500890079595,5.316646140643394,0.0,1.0,0.0,0.0,4.0,1.0,3.0,1.0,3.0,5.321590811431178,1.9824118080860071,4.154484976317051,2.1667939959049227,4.331523393468399
5.789316819197953,6.979672115884325,1.0,0.0,0.0,0.0,5.0,0.0,1.0,4.0,1.0,6.625970228494937,1.243235788764274,2.279046876289228,5.187213456993213,2.0953043931436803
6.1377250932921505,6.490606047904284,0.0,0.0,1.0,0.0,5.0,1.0,0.0,5.0,4.0,5.513201195506252,1.8494857811982104,1.0557784847483733,5.287933036657769,4.97565906689971
5.492419674756428,5.74480194229938,0.0,0.0,0.0,1.0,4.0,2.0,5.0,2.0,2.0,4.575188555626871,2.680568198047374,5.656064485602525,2.800694910992164,2.932137348053583
8.558056300335611,9.47649233696526,0.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,1.0,0.9750555579674807,2.0428948922081562,5.465043764230228,5.1346387911954094,1.9222098485666999
5.962143296814741,6.265774905919045,1.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0,0.0,5.19975186080307,2.2364035020717163,5.77476009040503,0.9411291589002995,1.216299622606221
5.545139803280595,6.583814663087239,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,0.9999512810934968,2.340500669035387,2.0539828427495355,4.033996991091682,5.172120758951358
6.984828457370367,7.108239567959338,0.0,0.0,1.0,0.0,4.0,3.0,3.0,0.0,3.0,4.9106169622452125,4.171941418488462,3.937807849102092,0.9385999216093664,3.785224474991843
4.775083237361194,4.926229473016424,0.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,4.0,1.6619803699465965,2.6612343267395215,2.0675688107584516,3.945761375844737,4.740330371764979
8.412083394147217,9.587065260267956,1.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,5.0,2.3710926034927575,4.985349299905105,1.9899851587019888,5.204997521691881,6.385971255206735
4.41002854023874,5.218635218162746,0.0,0.0,1.0,0.0,1.0,4.0,2.0,0.0,1.0,2.3427880502713596,4.840718749985411,3.032085008273969,1.1929235056879712,2.46736264771257
9.427878151302846,10.44414282061759,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,3.5292872507372954,1.0323156903347015,2.0600516532259334,3.0171043342500967,3.0132133183258234
8.247346231131615,8.636541483953437,1.0,0.0,0.0,0.0,5.0,2.0,5.0,3.0,4.0,6.017153982714162,2.666014942773201,5.61595959193342,4.076200952875297,4.505434394548847
5.092936248437948,5.904716747862674,0.0,1.0,0.0,0.0,0.0,4.0,4.0,5.0,4.0,1.1656087625157827,5.157090012594215,5.076024446611166,5.857056630158582,5.184378440678579
4.030371644179813,4.74346183695013,1.0,0.0,0.0,0.0,2.0,5.0,4.0,5.0,3.0,3.3993889268816178,5.94940161978901,4.95484840470651,6.075262317348647,3.8906415548906286
8.485037856501588,9.208818000649124,0.0,0.0,1.0,0.0,5.0,1.0,2.0,0.0,1.0,6.09107062665206,2.3704078305564975,3.0780954457486067,1.0415442535669774,2.0228912633605427
7.887715391161894,8.70675434260716,1.0,0.0,0.0,0.0,1.0,1.0,4.0,5.0,5.0,2.0808519775145315,1.8291767498226323,5.054007436485608,6.019734539628438,5.851787582234392
8.00953942422543,8.699970431980349,0.0,0.0,1.0,0.0,4.0,2.0,4.0,4.0,4.0,4.906595110212174,2.7567933324259095,5.024182596216781,4.71503390799006,5.361408109460878
8.241986906772702,8.7568617499359,1.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,3.0,3.3478147738871264,2.802089114290325,4.3879003329997905,3.916902255708887,3.814316710001875
4.407245584537497,4.738352817794153,0.0,1.0,0.0,0.0,3.0,5.0,1.0,1.0,3.0,3.9112341202631518,5.787821249607874,1.9054866552755971,2.15987416721048,4.0382781098086715
5.971561506993499,6.8938591040893415,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,4.03986862181154,1.0652112557308722,1.9653388608003046,0.9049852234474077,0.9481466888423223
4.637279827388213,4.908806743392037,1.0,0.0,0.0,0.0,4.0,5.0,2.0,1.0,3.0,5.059163180943115,5.649466402050558,2.8320705768111685,1.9463852602412415,3.701572655593533
8.747068842315764,9.577894009701062,1.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,3.0,4.199648906000286,3.01029048004734,2.05766954357106,4.127743864529917,3.8866590781604247
7.428139697551568,7.70813908473076,1.0,0.0,0.0,0.0,4.0,0.0,3.0,5.0,1.0,4.966756108732614,1.1449633974341904,3.7120531865608655,5.50697518300673,1.7070546384092373
5.8199391366895705,6.570335340634915,0.0,1.0,0.0,0.0,5.0,2.0,4.0,1.0,4.0,6.106083111890151,3.188983780035341,5.0615986544730385,2.1348547768551063,5.128369741502798
4.34957092657313,5.246064847127965,0.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,0.0,1.0278805800781194,4.056707459025245,1.9314168930556215,3.019458141003894,1.43097581564672
5.710402769436142,5.972859436123989,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,4.0,0.9287655321660182,4.51100049666958,0.991391647828716,1.9753810230392965,4.768606343936001
5.7885082711471085,5.860440232180679,0.0,0.0,0.0,1.0,0.0,2.0,5.0,1.0,2.0,1.1499097403318674,2.7527256925211896,5.918782760546526,2.1351925401090353,2.682706107385919
8.012833980859352,8.17000247245236,1.0,0.0,0.0,0.0,2.0,4.0,3.0,4.0,1.0,2.9719715741741255,4.767410029777199,3.6089478867368685,4.534267201042169,2.2771501909174607
7.506566092453673,8.233762453178903,0.0,0.0,1.0,0.0,1.0,4.0,3.0,4.0,1.0,1.8389064403791306,5.0879467180757505,4.293593063875073,4.787657340263022,2.492858421685514
8.879670084169796,9.899005771640677,0.0,1.0,0.0,0.0,3.0,1.0,3.0,3.0,4.0,4.088780253203117,2.1184720735494476,3.800268113726065,3.696996137590789,5.025230990111727
6.597182088390721,6.65117827387323,0.0,0.0,0.0,1.0,4.0,4.0,3.0,3.0,1.0,4.858345487831541,4.28970943190888,3.7461422722790387,3.7346673532937387,2.13364419532115
4.65776835266066,5.538749863510635,0.0,0.0,0.0,1.0,2.0,4.0,5.0,1.0,1.0,3.2296412175275333,5.030502170920463,5.967698394071648,1.937811865422175,1.8612081240179101
7.922846329726473,8.332428704866535,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,5.0,0.9282062754581993,4.589181743820236,1.9589021279616385,1.0347064303069338,5.675827758338982
8.184317767392937,8.758551811296364,0.0,0.0,0.0,1.0,5.0,4.0,3.0,0.0,3.0,5.835512127726531,4.781493553839599,4.06396560714202,1.098592150165193,3.8253426627857907
7.0870245866322295,8.201656046446908,1.0,0.0,0.0,0.0,5.0,5.0,2.0,2.0,2.0,6.208723539220272,6.098363003920717,3.3175035625491414,3.373801626018271,3.248567360689112
8.240319489750085,8.638685295433099,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,3.041871223077345,2.1945086257614363,3.066722379944484,2.002522259543826,1.9024159178718683
6.715875780004149,7.2742801007315325,1.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,1.0,5.257384876304964,1.57065858720539,2.2342274418946975,3.2283726994472284,2.3010448607506797
6.875030561600967,6.891449459313785,0.0,0.0,0.0,1.0,3.0,2.0,0.0,2.0,1.0,3.504548611800331,3.01376261976044,1.121082797054582,2.695252554883271,1.8785760981102748
6.351475600972023,6.449394064977829,0.0,0.0,1.0,0.0,3.0,2.0,3.0,0.0,5.0,3.699101055890668,2.7617230476136068,3.6802845976947824,1.2211723562183625,5.661208058473188
4.139805197092524,4.450115106454264,0.0,0.0,0.0,1.0,0.0,5.0,4.0,5.0,4.0,0.8420755042979109,5.886520018446203,4.490255997757443,5.6161961163346685,4.563774658971932
4.593402848463175,4.626825537448464,0.0,0.0,0.0,1.0,2.0,4.0,3.0,4.0,3.0,3.1039697476847237,4.821250322059228,3.5644643091537143,4.435906859094348,3.850469490942467
4.172860521277038,4.93051091253494,1.0,0.0,0.0,0.0,5.0,5.0,5.0,4.0,5.0,6.290546067061845,5.852973091612465,5.836327417672209,5.15384767158345,6.079055617227361
7.500257261950792,8.011935290112739,0.0,1.0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,5.118099240313203,5.163461737537141,1.86501895367134,2.007662507283695,5.077204293273172
5.728957895919796,6.386732139193423,0.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,4.0,3.7866743870083015,2.861402695305926,1.262502909756316,1.9406140747035123,4.882131405458329
6.797138801405865,7.0067154244814605,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.8721125382382074,2.1180734004617237,2.9035074640391825,3.4963404011426142,4.5867966397425315
8.991615606593513,9.346734041917452,1.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,5.0,3.3724951838682937,1.954964640600995,4.719542847290838,1.0887650442621302,5.732238724987516
5.371107260318812,6.167696630142082,0.0,0.0,1.0,0.0,3.0,1.0,3.0,4.0,5.0,3.924391162837955,2.2926490324046265,4.1097014560153164,5.145309128141047,6.563070425583671
6.257106076695964,7.415469345052443,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,3.1923318965282745,3.9400187617837044,1.1497198897661411,2.018611173954135,1.2774905757745407
8.155531261986768,8.21603139030942,0.0,1.0,0.0,0.0,3.0,5.0,2.0,2.0,0.0,3.759689558197067,5.511845391523818,2.635434710015626,2.481970859063042,0.8599726646711973
5.258389910203924,6.326851095230243,0.0,1.0,0.0,0.0,4.0,4.0,5.0,2.0,0.0,5.20868049266721,5.3043961598165055,6.031835300033963,2.9291253537624558,1.1409970239223473
4.4233895040583615,5.115646945631812,0.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,1.19315630173959,1.2091202883490642,3.991152535628997,6.253391638191692,5.14683729967702
5.593632991025724,6.270336471132472,0.0,0.0,0.0,1.0,4.0,3.0,1.0,3.0,5.0,4.6911821002084,3.686235509925032,1.8251146753908323,4.160685355711964,5.564520439694958
4.886717079897024,5.487051322146336,1.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,5.0,1.1953958427886218,3.89152325715259,0.8359707840618102,6.1664849839023725,5.798423914797125
9.113337087884151,9.19660999096917,0.0,0.0,0.0,1.0,2.0,0.0,4.0,3.0,5.0,2.968564924555499,0.7154698905654562,4.477464468092782,3.5735742152163703,5.664896341149417
8.444662087604293,8.552514309687686,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,5.0,0.9680110706961459,2.1330355355476227,2.7584156477477473,1.960209031952077,5.826481953475512
7.483720660807329,8.204815067598233,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.8197306167981842,2.042227606902775,2.9962231386232223,3.010189979490655,2.9724111697875535
8.793033246032447,9.202183531755118,1.0,0.0,0.0,0.0,2.0,1.0,4.0,4.0,2.0,3.116482560940936,1.8434149927059282,4.798182513711654,4.8440672625778465,2.8777863668848513
8.420196422945128,9.520918102838346,0.0,0.0,0.0,1.0,3.0,0.0,5.0,3.0,5.0,4.274433286508423,1.2856607932177837,6.3164950939981654,4.088971727521017,6.046586715231923
5.026135323873197,5.514043968704564,1.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,3.0,4.207384873127829,4.09056448896683,4.839457178438955,1.3734200510530914,4.008431349367998
8.909074491694877,9.081012242138046,0.0,1.0,0.0,0.0,2.0,5.0,4.0,5.0,2.0,2.745360630642659,5.513571067370684,4.671805249579862,5.3118843574362815,2.748523367099993
6.966382330536079,7.824044930738522,0.0,0.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,3.2454921528550478,4.2594591708074985,3.2436384193017354,1.1675525102752122,3.136367303268149
8.440920853402343,8.792944959131555,1.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,4.0,3.906534448291229,5.796268433528492,2.8194011305198217,5.304287975344841,4.8354775848591265
8.928502149579213,9.559066518406285,0.0,0.0,1.0,0.0,4.0,5.0,1.0,4.0,4.0,4.970208512420485,5.6560971384637835,1.7034511981576255,4.970182570011041,5.045120092997547
5.749019112345252,6.586418454951456,0.0,1.0,0.0,0.0,1.0,5.0,4.0,3.0,5.0,2.23622066369019,5.79627574756689,4.889585663836213,4.211340152613041,6.039192435327387
4.605285584902222,5.685602518344707,1.0,0.0,0.0,0.0,4.0,4.0,1.0,3.0,5.0,5.1715551457803475,5.103067079887053,2.447931658330459,4.3305567799658355,6.067527221777245
5.2536433939806795,6.204272827742691,0.0,0.0,0.0,1.0,2.0,0.0,3.0,2.0,3.0,3.2273181759550233,1.1584722191534558,4.311592820106088,3.2020938039897398,4.214910779280128
6.3490928374444096,7.160726118891678,0.0,0.0,0.0,1.0,2.0,2.0,3.0,1.0,3.0,3.2958728535078663,2.973427885026634,3.8925268933833332,1.8119788437484643,3.9623517151465846
8.499081212573712,9.314641031447884,0.0,1.0,0.0,0.0,3.0,2.0,0.0,2.0,4.0,3.7662076294752964,3.09414415560689,0.9711280201231518,3.2015769162428858,5.115319583000018
8.73401820790989,9.869127780748393,1.0,0.0,0.0,0.0,3.0,5.0,3.0,1.0,5.0,4.255862096141038,6.300042858669047,4.146852973922721,1.9026272523423005,5.946356477952459
4.038236717921549,4.393225634917393,0.0,0.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0,2.7690475535320127,1.969291773960966,3.7541154657010543,2.8041801963803485,3.0039715401533296
6.809110164176611,6.810444677212036,1.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,5.0,4.972289522684864,4.489274530524709,0.8471811811736559,5.058200826042596,5.99142823367226
6.295760517318285,6.6221059885961235,0.0,0.0,1.0,0.0,2.0,4.0,0.0,3.0,5.0,2.721834556238206,4.910524067446427,1.0592416177563047,3.942425155727894,5.791933618658872
5.221592957589016,5.483062613141109,0.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,3.0,4.494961413327004,2.671117687322893,3.695198893431978,2.8309640065047095,3.966866712323091
4.659259520335255,5.453461022472053,0.0,1.0,0.0,0.0,5.0,2.0,4.0,4.0,0.0,5.786787326560976,2.9075672091376954,5.3398260523712775,4.974940322567617,1.1307773069218279
5.856883442719954,6.6173373624385885,0.0,0.0,0.0,1.0,3.0,0.0,1.0,4.0,3.0,4.115523136775679,0.9817543704795536,2.0411842052071796,4.891766585146661,3.966420913528328
9.186003371518854,9.898157030764523,0.0,1.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,6.0434681946615765,1.1926552429368187,5.48087397816934,6.071302607689132,5.82945388056623
5.777616126114154,5.7971082579654984,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,1.073013880064621,1.8303417590816031,0.9926243188578064,3.0422100175729687,4.6694599897299245
6.853348419588514,7.72788208492929,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.315004195870753,1.0782789538748285,2.1415859048075236,3.0470614780238576,0.913320216898708
7.866604273923478,8.254840768906067,0.0,0.0,1.0,0.0,4.0,4.0,0.0,5.0,5.0,4.2942072392073705,4.638056326976696,1.2756668511587725,5.969226832324223,5.638781081272972
5.999962813086117,6.798029999894074,0.0,1.0,0.0,0.0,2.0,4.0,5.0,4.0,2.0,3.255060731307411,4.860492612095765,5.6821849481424005,5.157771713594187,2.932478923726632
9.344801454965284,10.012695569167867,0.0,0.0,0.0,1.0,2.0,5.0,0.0,3.0,1.0,3.4578066812697683,5.746158090564946,1.0170455172775836,3.771352265463584,2.0538819759322147
9.293460122181612,9.7047372326951,0.0,1.0,0.0,0.0,3.0,3.0,4.0,2.0,4.0,3.995644225754684,3.540722936602298,4.907231231465544,2.84159834657011,4.634223926198288
5.384802627039503,5.546294147564432,1.0,0.0,0.0,0.0,5.0,1.0,5.0,0.0,1.0,5.616040264202479,2.1068356189640225,5.640424118662549,0.9621824358909835,2.0709860090270054
6.73486678240812,6.8481694596006975,1.0,0.0,0.0,0.0,4.0,4.0,5.0,4.0,4.0,4.980093898935097,4.808331764300833,5.857624273791115,4.923878502386049,4.999946870435704
5.654830703992233,6.652652703726901,0.0,0.0,0.0,1.0,3.0,0.0,3.0,4.0,2.0,4.326158468919663,1.2408016556866144,3.7647726359545097,5.0787606944165224,3.123728767531439
5.566622719076072,6.668699769573942,0.0,0.0,0.0,1.0,3.0,4.0,4.0,0.0,5.0,4.146571316679031,5.087190099138001,5.223244427551291,1.2504557574633468,5.8051515459791885
4.2028782104499305,4.98262386656709,0.0,0.0,1.0,0.0,1.0,3.0,3.0,3.0,4.0,2.2920229171573268,3.722744545138822,4.114869351629743,3.828741913933626,5.076699675666636
